Qualification,Exam,ExamVersion,Keycode,Score,OriginalScore,Moderated,Percentage,Status,Submitted,Imported,Flagged,VIP,Country,CandidateFullName,CandidateRef,CentreName,CentreCode
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5G7UGUX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:24,10/01/2012 10:43:24,False,False,Country Name 4,"""Forename4748 Surname4748""",CandidateRef4748,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,GJQGFQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:24,10/01/2012 10:43:24,False,False,Country Name 4,"""Forename4747 Surname4747""",CandidateRef4747,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8FATPLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:24,10/01/2012 10:43:24,False,False,Country Name 4,"""Forename4746 Surname4746""",CandidateRef4746,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XLUDZ4X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:23,10/01/2012 10:43:23,False,False,Country Name 4,"""Forename4745 Surname4745""",CandidateRef4745,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JMKBYCX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:23,10/01/2012 10:43:23,False,False,Country Name 4,"""Forename4744 Surname4744""",CandidateRef4744,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,J68H25X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:23,10/01/2012 10:43:23,False,False,Country Name 4,"""Forename4743 Surname4743""",CandidateRef4743,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,RTBJG2X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:23,10/01/2012 10:43:23,False,False,Country Name 4,"""Forename4742 Surname4742""",CandidateRef4742,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LFFV8EX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:23,10/01/2012 10:43:23,False,False,Country Name 4,"""Forename4741 Surname4741""",CandidateRef4741,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,FU3W9XX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:22,10/01/2012 10:43:22,False,False,Country Name 4,"""Forename4740 Surname4740""",CandidateRef4740,Centre Name 47,Centre 474
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,N5X7HDX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:22,10/01/2012 10:43:22,False,False,Country Name 4,"""Forename4739 Surname4739""",CandidateRef4739,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,9ALTQ9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:22,10/01/2012 10:43:22,False,False,Country Name 4,"""Forename4738 Surname4738""",CandidateRef4738,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,J4RWVQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:22,10/01/2012 10:43:22,False,False,Country Name 4,"""Forename4737 Surname4737""",CandidateRef4737,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3JTGH9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:22,10/01/2012 10:43:22,False,False,Country Name 4,"""Forename4736 Surname4736""",CandidateRef4736,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,CV28MHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:21,10/01/2012 10:43:21,False,False,Country Name 4,"""Forename4735 Surname4735""",CandidateRef4735,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3ACZWDX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:21,10/01/2012 10:43:21,False,False,Country Name 4,"""Forename4734 Surname4734""",CandidateRef4734,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Q65ANVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:21,10/01/2012 10:43:21,False,False,Country Name 4,"""Forename4733 Surname4733""",CandidateRef4733,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,W4FR7CX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:21,10/01/2012 10:43:21,False,False,Country Name 4,"""Forename4732 Surname4732""",CandidateRef4732,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,F66P75X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:21,10/01/2012 10:43:21,False,False,Country Name 4,"""Forename4731 Surname4731""",CandidateRef4731,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XZ6DUMX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4730 Surname4730""",CandidateRef4730,Centre Name 47,Centre 473
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,BHYNQHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4729 Surname4729""",CandidateRef4729,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WAZQLTX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4728 Surname4728""",CandidateRef4728,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,7FUKWHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4727 Surname4727""",CandidateRef4727,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Z8NEVVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4726 Surname4726""",CandidateRef4726,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,R6Y8HPX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:20,10/01/2012 10:43:20,False,False,Country Name 4,"""Forename4725 Surname4725""",CandidateRef4725,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,DN87NPX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:19,10/01/2012 10:43:19,False,False,Country Name 4,"""Forename4724 Surname4724""",CandidateRef4724,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LGTQLRX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:19,10/01/2012 10:43:19,False,False,Country Name 4,"""Forename4723 Surname4723""",CandidateRef4723,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,FD89WSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:19,10/01/2012 10:43:19,False,False,Country Name 4,"""Forename4722 Surname4722""",CandidateRef4722,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,AWXEURX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:19,10/01/2012 10:43:19,False,False,Country Name 4,"""Forename4721 Surname4721""",CandidateRef4721,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HRXLR3X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:19,10/01/2012 10:43:19,False,False,Country Name 4,"""Forename4720 Surname4720""",CandidateRef4720,Centre Name 47,Centre 472
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TTP686X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:18,10/01/2012 10:43:18,False,False,Country Name 4,"""Forename4719 Surname4719""",CandidateRef4719,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,45ECEWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:18,10/01/2012 10:43:18,False,False,Country Name 4,"""Forename4718 Surname4718""",CandidateRef4718,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,K7R3BAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:18,10/01/2012 10:43:18,False,False,Country Name 4,"""Forename4717 Surname4717""",CandidateRef4717,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WTK4X6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:18,10/01/2012 10:43:18,False,False,Country Name 4,"""Forename4716 Surname4716""",CandidateRef4716,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3J6ZMDX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:18,10/01/2012 10:43:18,False,False,Country Name 4,"""Forename4715 Surname4715""",CandidateRef4715,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UWA9JLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:17,10/01/2012 10:43:17,False,False,Country Name 4,"""Forename4714 Surname4714""",CandidateRef4714,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HGDFV4X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:17,10/01/2012 10:43:17,False,False,Country Name 4,"""Forename4713 Surname4713""",CandidateRef4713,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,BTZ5MEX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:17,10/01/2012 10:43:17,False,False,Country Name 4,"""Forename4712 Surname4712""",CandidateRef4712,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LVAHLFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:17,10/01/2012 10:43:17,False,False,Country Name 4,"""Forename4711 Surname4711""",CandidateRef4711,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TTTLPJX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:17,10/01/2012 10:43:17,False,False,Country Name 4,"""Forename4710 Surname4710""",CandidateRef4710,Centre Name 47,Centre 471
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Z84FGSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:16,10/01/2012 10:43:16,False,False,Country Name 4,"""Forename4709 Surname4709""",CandidateRef4709,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XTQEZBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:16,10/01/2012 10:43:16,False,False,Country Name 4,"""Forename4708 Surname4708""",CandidateRef4708,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5D8C9GX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:16,10/01/2012 10:43:16,False,False,Country Name 4,"""Forename4707 Surname4707""",CandidateRef4707,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JYKX5NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:43:16,10/01/2012 10:43:16,False,False,Country Name 4,"""Forename4706 Surname4706""",CandidateRef4706,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XCDU7JX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:11,10/01/2012 10:40:11,False,False,Country Name 4,"""Forename4705 Surname4705""",CandidateRef4705,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,VFAQS3X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:11,10/01/2012 10:40:11,False,False,Country Name 4,"""Forename4704 Surname4704""",CandidateRef4704,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QNF9ADX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:10,10/01/2012 10:40:10,False,False,Country Name 4,"""Forename4703 Surname4703""",CandidateRef4703,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,RD8XYXX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:10,10/01/2012 10:40:10,False,False,Country Name 4,"""Forename4702 Surname4702""",CandidateRef4702,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2DPY5SX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:10,10/01/2012 10:40:10,False,False,Country Name 4,"""Forename4701 Surname4701""",CandidateRef4701,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UZ5QPAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:10,10/01/2012 10:40:10,False,False,Country Name 4,"""Forename4700 Surname4700""",CandidateRef4700,Centre Name 47,Centre 470
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,FQ48XVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:10,10/01/2012 10:40:10,False,False,Country Name 4,"""Forename4699 Surname4699""",CandidateRef4699,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,H3M66HX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:09,10/01/2012 10:40:09,False,False,Country Name 4,"""Forename4698 Surname4698""",CandidateRef4698,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TJNGZFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:09,10/01/2012 10:40:09,False,False,Country Name 4,"""Forename4697 Surname4697""",CandidateRef4697,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JTXRUBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:09,10/01/2012 10:40:09,False,False,Country Name 4,"""Forename4696 Surname4696""",CandidateRef4696,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,9Z4GUWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:09,10/01/2012 10:40:09,False,False,Country Name 4,"""Forename4695 Surname4695""",CandidateRef4695,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,MQS4VKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:09,10/01/2012 10:40:09,False,False,Country Name 4,"""Forename4694 Surname4694""",CandidateRef4694,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,FCPFU4X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:08,10/01/2012 10:40:08,False,False,Country Name 4,"""Forename4693 Surname4693""",CandidateRef4693,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,64M4YLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:08,10/01/2012 10:40:08,False,False,Country Name 4,"""Forename4692 Surname4692""",CandidateRef4692,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,B25BFSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:08,10/01/2012 10:40:08,False,False,Country Name 4,"""Forename4691 Surname4691""",CandidateRef4691,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TXCN6DX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:08,10/01/2012 10:40:08,False,False,Country Name 4,"""Forename4690 Surname4690""",CandidateRef4690,Centre Name 46,Centre 469
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3P9NWKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4689 Surname4689""",CandidateRef4689,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,44HFEPX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4688 Surname4688""",CandidateRef4688,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YKWMFHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4687 Surname4687""",CandidateRef4687,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YS8D6KX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4686 Surname4686""",CandidateRef4686,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TS6BTRX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4685 Surname4685""",CandidateRef4685,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,C6NAFYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:07,10/01/2012 10:40:07,False,False,Country Name 4,"""Forename4684 Surname4684""",CandidateRef4684,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,22QVZTX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4683 Surname4683""",CandidateRef4683,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8VMJX6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4682 Surname4682""",CandidateRef4682,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JXWNKNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4681 Surname4681""",CandidateRef4681,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TQMURZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4680 Surname4680""",CandidateRef4680,Centre Name 46,Centre 468
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZZG6J9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4679 Surname4679""",CandidateRef4679,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,U9EV5WX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:06,10/01/2012 10:40:06,False,False,Country Name 4,"""Forename4678 Surname4678""",CandidateRef4678,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XMELMJX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:05,10/01/2012 10:40:05,False,False,Country Name 4,"""Forename4677 Surname4677""",CandidateRef4677,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,P2C2A8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:05,10/01/2012 10:40:05,False,False,Country Name 4,"""Forename4676 Surname4676""",CandidateRef4676,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZW5JFUX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:05,10/01/2012 10:40:05,False,False,Country Name 4,"""Forename4675 Surname4675""",CandidateRef4675,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5DGAHYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:05,10/01/2012 10:40:05,False,False,Country Name 4,"""Forename4674 Surname4674""",CandidateRef4674,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ELTNBLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:05,10/01/2012 10:40:05,False,False,Country Name 4,"""Forename4673 Surname4673""",CandidateRef4673,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,RE48KBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:04,10/01/2012 10:40:04,False,False,Country Name 4,"""Forename4672 Surname4672""",CandidateRef4672,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,BU2ASFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:04,10/01/2012 10:40:04,False,False,Country Name 4,"""Forename4671 Surname4671""",CandidateRef4671,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,VFF37EX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:04,10/01/2012 10:40:04,False,False,Country Name 4,"""Forename4670 Surname4670""",CandidateRef4670,Centre Name 46,Centre 467
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Z74X73X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:04,10/01/2012 10:40:04,False,False,Country Name 4,"""Forename4669 Surname4669""",CandidateRef4669,Centre Name 46,Centre 466
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,VFW7LAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:04,10/01/2012 10:40:04,False,False,Country Name 4,"""Forename4668 Surname4668""",CandidateRef4668,Centre Name 46,Centre 466
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QXTWC7X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:03,10/01/2012 10:40:03,False,False,Country Name 4,"""Forename4667 Surname4667""",CandidateRef4667,Centre Name 46,Centre 466
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QFL6KWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:03,10/01/2012 10:40:03,False,False,Country Name 4,"""Forename4666 Surname4666""",CandidateRef4666,Centre Name 46,Centre 466
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,RNLJEQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:40:03,10/01/2012 10:40:03,False,False,Country Name 4,"""Forename4665 Surname4665""",CandidateRef4665,Centre Name 46,Centre 466
